Date,State,Dead,Injured,Total
28/02/2019,Illinois,4,0,4
28/02/2019,California,1,4,5
22/02/2019,Alabama,2,2,4
21/02/2019,Kentucky,2,2,4
21/02/2019,Maryland,1,4,5
21/02/2019,Texas,2,2,4
20/02/2019,Tennessee,0,4,4
18/02/2019,Michigan,4,0,4
17/02/2019,Indiana,0,5,5
17/02/2019,Texas,2,2,4
17/02/2019,Louisiana,1,5,6
16/02/2019,Mississippi,4,0,5
15/02/2019,Illinois,6,6,12
14/02/2019,Florida,2,2,4
11/2/2019,Texas,5,0,5
9/2/2019,Virginia,0,4,4
6/2/2019,New York,1,3,4
6/2/2019,Ohio,1,3,4
5/2/2019,Texas,2,2,4
4/2/2019,"Washington, D.C.",0,5,5
4/2/2019,Louisiana,0,4,4
3/2/2019,Illinois,2,5,7
1/2/2019,California,0,4,4
28/01/2019,Texas,2,4,6
27/01/2019,Alabama,0,5,5
26/01/2019,New Jersey,1,3,4
26/01/2019,Indiana,0,5,5
26/01/2019,Georgia,0,4,4
26/01/2019,Louisiana,5,0,5
24/01/2019,Pennsylvania,4,1,5
24/01/2019,Georgia,4,1,5
23/01/2019,Florida,5,0,5
20/01/2019,Florida,0,4,4
19/01/2019,South Carolina,1,4,5
19/01/2019,Florida,3,2,5
19/01/2019,Pennsylvania,0,4,4
19/01/2019,Illinois,0,4,4
19/01/2019,Texas,3,2,5
17/01/2019,Kentucky,3,1,4
16/01/2019,Florida,1,5,6
16/01/2019,California,3,1,4
15/01/2019,Arkansas,1,4,5
13/01/2019,Arizona,1,5,6
6/1/2019,New Mexico,0,4,4
4/1/2019,Virginia,3,2,5
4/1/2019,Texas,1,3,4
4/1/2019,California,3,4,7
3/1/2019,Texas,3,1,4
2/1/2019,Arkansas,1,3,4
1/1/2019,South Carolina,0,5,5
1/1/2019,Florida,0,5,5
