Date,State,Dead,Injured,Total
22-04-2022,Ohio,0,4,4
22-04-2022,Virginia,0,4,4
21-04-2022,Arkansas,4,0,4
20-04-2022,Minnesota,5,0,5
18-04-2022,North Carolina,4,0,4
17-04-2022,Pennsylvania,0,4,4
17-04-2022,Pennsylvania,2,9,11
17-04-2022,South Carolina,0,9,9
17-04-2022,California,1,3,4
17-04-2022,Oregon,1,3,4
17-04-2022,Louisiana,0,5,5
17-04-2022,Florida,1,3,4
16-04-2022,Georgia,0,4,4
16-04-2022,Nevada,0,4,4
16-04-2022,Texas,1,6,7
16-04-2022,Michigan,0,4,4
16-04-2022,New York,1,4,5
16-04-2022,Maryl,1,3,4
16-04-2022,South Carolina,0,9,9
15-04-2022,Kansas,1,3,4
15-04-2022,California,2,2,4
12/4/2022,New York,1,3,4
12/4/2022,New York,0,10,10
10/4/2022,Louisiana,0,4,4
10/4/2022,Illinois,1,5,6
10/4/2022,Indiana,1,5,6
10/4/2022,California,2,4,6
10/4/2022,Iowa,2,10,12
9/4/2022,Texas,1,3,4
9/4/2022,Florida,0,4,4
9/4/2022,Washington D.C.,0,4,4
7/4/2022,Mississippi,4,0,4
6/4/2022,Pennsylvania,1,3,4
4/4/2022,Connecticut,1,3,4
4/4/2022,Kentucky,0,4,4
3/4/2022,Texas,1,15,16
3/4/2022,California,2,2,4
3/4/2022,California,6,12,18
3/4/2022,New York,0,4,4
3/4/2022,Arkansas,2,2,4
2/4/2022,Colorado,0,5,5
2/4/2022,Louisiana,1,4,5
2/4/2022,Louisiana,1,3,4
2/4/2022,North Carolina,1,3,4
1/4/2022,South Carolina,0,5,5
31-03-2022,Pennsylvania,2,2,4
29-03-2022,New York,0,4,4
28-03-2022,Oregon,0,4,4
27-03-2022,Louisiana,2,2,4
26-03-2022,California,2,3,5
26-03-2022,Virginia,0,4,4
26-03-2022,Ohio,0,4,4
25-03-2022,Colorado,2,2,4
23-03-2022,Arizona,0,5,5
23-03-2022,New York,0,4,4
22-03-2022,California,1,3,4
21-03-2022,Illinois,2,2,4
21-03-2022,Connecticut,0,4,4
20-03-2022,Texas,1,3,4
20-03-2022,Texas,0,4,4
20-03-2022,Texas,0,10,10
20-03-2022,Wisconsin,0,4,4
19-03-2022,Arkansas,1,26,27
19-03-2022,Virginia,1,4,5
19-03-2022,North Carolina,3,2,5
19-03-2022,Virginia,2,3,5
19-03-2022,Texas,0,10,10
18-03-2022,Texas,1,3,4
18-03-2022,Louisiana,0,5,5
17-03-2022,Michigan,0,4,4
17-03-2022,Florida,2,2,4
17-03-2022,Illinois,0,4,4
16-03-2022,New Jersey,1,3,4
15-03-2022,Alabama,0,5,5
15-03-2022,Hawaii,1,3,4
14-03-2022,New Mexico,2,4,6
14-03-2022,Pennsylvania,1,3,4
13-03-2022,New York,2,2,4
13-03-2022,South Carolina,1,4,5
13-03-2022,Illinois,0,7,7
12/3/2022,Maryl,3,1,4
12/3/2022,Alabama,1,3,4
11/3/2022,Ohio,1,3,4
9/3/2022,Colorado,1,3,4
8/3/2022,Florida,1,4,5
8/3/2022,Missouri,3,1,4
7/3/2022,Tennessee,0,4,4
6/3/2022,Pennsylvania,1,4,5
6/3/2022,Louisiana,0,4,4
6/3/2022,South Carolina,2,3,5
6/3/2022,Minnesota,1,3,4
6/3/2022,Texas,0,4,4
6/3/2022,Kentucky,0,4,4
5/3/2022,Georgia,0,4,4
5/3/2022,Georgia,0,4,4
5/3/2022,Arizona,1,3,4
3/3/2022,Nevada,1,6,7
2/3/2022,Maryl,1,3,4
28-02-2022,California,5,0,5
27-02-2022,Louisiana,0,4,4
27-02-2022,California,0,4,4
26-02-2022,Nevada,1,13,14
26-02-2022,South Carolina,1,3,4
26-02-2022,Louisiana,0,10,10
26-02-2022,New Mexico,1,3,4
25-02-2022,Louisiana,2,2,4
24-02-2022,Texas,4,0,4
24-02-2022,Texas,0,4,4
23-02-2022,Georgia,0,4,4
22-02-2022,Georgia,1,3,4
21-02-2022,Minnesota,1,3,4
20-02-2022,Mississippi,1,4,5
20-02-2022,Nebraska,0,4,4
20-02-2022,Oregon,1,3,4
19-02-2022,Missouri,2,14,16
19-02-2022,California,0,7,7
19-02-2022,North Carolina,2,2,4
19-02-2022,Alabama,0,4,4
19-02-2022,Oregon,1,5,6
17-02-2022,Texas,0,5,5
17-02-2022,Pennsylvania,0,4,4
16-02-2022,Florida,1,3,4
15-02-2022,Illinois,1,3,4
13-02-2022,Wisconsin,1,5,6
12/2/2022,Arkansas,1,3,4
12/2/2022,California,0,4,4
12/2/2022,Tennessee,1,4,5
11/2/2022,Missouri,0,4,4
11/2/2022,Arizona,2,9,11
6/2/2022,Florida,0,4,4
6/2/2022,California,2,2,4
6/2/2022,North Carolina,0,4,4
6/2/2022,Illinois,0,5,5
5/2/2022,New Mexico,0,4,4
5/2/2022,Texas,6,2,8
4/2/2022,Virginia,1,4,5
2/2/2022,California,1,4,5
1/2/2022,Wisconsin,0,5,5
31-01-2022,North Carolina,0,4,4
30-01-2022,Florida,1,4,5
30-01-2022,Georgia,1,3,4
29-01-2022,California,0,4,4
29-01-2022,Missouri,3,1,4
29-01-2022,Georgia,1,3,4
28-01-2022,Tennessee,4,0,4
27-01-2022,Washington D.C.,1,4,5
27-01-2022,California,2,3,5
23-01-2022,Wisconsin,6,0,6
23-01-2022,California,4,1,5
22-01-2022,Washington,1,3,4
19-01-2022,Louisiana,0,4,4
19-01-2022,United States Virgin Isls,1,4,5
19-01-2022,Maryl,3,1,4
18-01-2022,Florida,1,4,5
17-01-2022,Texas,0,4,4
16-01-2022,Georgia,1,3,4
15-01-2022,Tennessee,0,4,4
15-01-2022,Georgia,1,5,6
14-01-2022,Oregon,0,6,6
14-01-2022,Georgia,3,1,4
13-01-2022,New York,1,3,4
12/1/2022,Illinois,0,4,4
9/1/2022,Colorado,2,2,4
9/1/2022,California,0,4,4
9/1/2022,Alabama,1,6,7
9/1/2022,California,1,5,6
8/1/2022,Texas,1,3,4
4/1/2022,Mississippi,1,3,4
2/1/2022,Texas,2,2,4
2/1/2022,Texas,2,2,4
1/1/2022,Illinois,2,3,5
1/1/2022,Pennsylvania,1,4,5
1/1/2022,South Carolina,0,5,5
1/1/2022,Missouri,0,4,4
1/1/2022,Wisconsin,1,3,4
1/1/2022,Colorado,2,2,4
1/1/2022,Georgia,1,3,4
1/1/2022,Indiana,0,4,4
